derived_split	source_split	source	image	label	label_line	coco_image_id	coco_annotation_id	yolo_class_id	coco_category_id	vertices	bbox_x	bbox_y	bbox_w	bbox_h	area	mask_sha256	polygon_sha256
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.jpg	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.txt	1	190	634	0	1	14	23.0	199.0	226.0	219.0	39834.0	7150763d72a28914266790dfbfc1afc0ee02ce48eb9028b8db4be4086f30698e	47c338f36475c28ac581129b48d128851dd3717efb5281963aa0d7ab31e7e78a
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.jpg	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.txt	2	190	635	0	1	17	232.0	152.0	376.0	335.0	99464.0	725d119cd9f952d603044e2c44af7eb6bfc2310ca686963cd26014ed9390dbe4	1ad07b04004bf978facb6a0d4fce2c7c99be3444eb710cb7f04aee1556b34af4
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.jpg	roboflow_drago_v1_44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.txt	1	191	636	0	1	13	220.0	248.0	261.0	194.0	38276.0	4ca07c485593a5dc88a02748babba5ec3940a628bd8b50c640e2923590a8bd50	58585b1864a3ea51ca7402f18a8975f8aed64a062ec987c8c896e3e1251ee6a6
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_44_jpg.rf.6aae02035f78a21c949070ef66b301b3.jpg	roboflow_drago_v1_44_jpg.rf.6aae02035f78a21c949070ef66b301b3.txt	1	192	637	0	1	13	198.0	220.0	194.0	261.0	38271.0	994ad010a1bb727a3e08e7a51f8a2c8c50cbeefddb179e35d6899356b13a2eba	b24a36c73a5cd50add74b7cfbb75e78754e1db56c83f42610e447f723462b9f0
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.jpg	roboflow_drago_v1_44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.txt	1	193	638	0	1	13	248.0	158.0	194.0	262.0	38279.0	d874197a6ff2297ff8e63573f3ad7513e7fbe63884a9524be53ce689e9be53f7	0e664840fa8f5af92421993c5343044f3fc7eda62c0a74189573b7647bba013b
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.txt	1	194	639	0	1	12	77.0	272.0	223.0	165.0	27397.0	1c680bec5be9b5aa7ecb561fbfb0c233a36f46b1e828f737f8c875aa9eecebe6	51a917f043ad609a107715f0f74576d7bdf764214db207840b09daf504cbb845
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.txt	2	194	640	0	1	14	63.0	264.0	245.0	193.0	35845.0	bcaae929080ddeb935e8db96d5fb37bb2f1b7ce9082be39b7a3e49d5190443ca	d4bba8abebf2396704acfc6a05d5710c4b4b7b59497f048746ae26910dec9fc2
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.txt	3	194	641	0	1	12	274.0	151.0	221.0	186.0	27333.0	21f12dc8e4342cf744323a77f476fccd37ddeddafdd5b0f8453a6b777ca1baf7	fbd14a2dc4d81e2baf6cb67ba907c3adadf600a761f358a86122fd6d8fb9b2d8
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.txt	4	194	642	0	1	13	302.0	290.0	266.0	205.0	41729.0	b0a597653371fb73c1ab7847757316eb66f4a1a581f2bee3d272542c75c40c1b	dc3d1b443016db30ddc7d8200ecbfff41d73d383652e7ea2aa2c2b59bdf87c8c
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.txt	1	195	643	0	1	12	272.0	340.0	165.0	223.0	27398.0	9cc09fee9b5519ec625fe5caac2a44b95b0727d5c4cba5d8aaa73b6764768e4c	e4a377dc9ef61fab91e64bd8581ad97e55bafbceaa12e3273ffc12b0c291311f
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.txt	2	195	644	0	1	14	264.0	332.0	193.0	245.0	35847.0	88b5d6b85cd1e710c6f0e7f20bf962f6c58f459fc4319595d4ba1b067f1ced7a	5c37c5762abb579ce7bcdf119d1dc6fb985d86ebe5788b3667f66a696886a827
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.txt	3	195	645	0	1	12	151.0	145.0	186.0	221.0	27331.0	02bc8a50af0e4ca50866778787127868727d51323204baa405679d66ea5d30b5	dad41b857f7fb5b04ea23cea8221cf69daa721f8ae6fcfc40834999d6c449d8a
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.txt	4	195	646	0	1	13	290.0	72.0	206.0	266.0	41728.0	f01a41645c355a0243426faa6fca82b63943251baa918f01bbb56a99b074d00e	5fa11705e595d00f64968b67eb154f905cddd70be21e65f81b3afc25ac662b62
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.jpg	roboflow_drago_v1_462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.txt	1	196	647	0	1	17	186.0	114.0	283.0	389.0	84022.0	e63640f71a48aa2dbd995bae7eeb7df4a1486a2e1ed95ab3fccc461e6c9769bc	c4a0d757ff3894287f5cb54c0b9f1b1e3b9e8b31431e69761b64bd789c4a1d2d
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.jpg	roboflow_drago_v1_462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.txt	1	197	648	0	1	17	114.0	171.0	389.0	283.0	84024.0	9af2fa8d44b7e4f34386ac057db9b3c98343a3dc473f40a87fb66797383113d5	a2acd509a1a947ffc3757d2f8a08029dee39efb7dd02089213c6795beadc3632
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.jpg	roboflow_drago_v1_462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.txt	1	198	649	0	1	17	171.0	137.0	283.0	389.0	84024.0	4322e907e9c03bfe79297f858226e690100f9d31b3ad1a1388607ac5ec7b2150	db10dd8d09f00d4c19b7a21799d71368c12415dfa6098d4294b349e25670cead
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.jpg	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.txt	1	199	650	0	1	38	157.0	120.0	323.0	361.0	65245.0	cb3899eb71a0ccf36af52590b7507babccb2a09aa41c5889992ca096ed1ae2e4	b11011da5da4e9395654231c2e0cc629754164348f6dc2d26edec33ddc6fab12
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.jpg	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.txt	2	199	651	0	1	17	196.0	188.0	248.0	252.0	43444.0	0864e7856c43f540f99dad417434db98946a264e969c42e71ddcd70e898c7035	9f7f7a915cec4fdac3d2865a694da179bc76c2fdec2fb6bb3c4930ba90d890fc
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.jpg	roboflow_drago_v1_482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.txt	1	200	652	0	1	11	94.0	195.0	444.0	252.0	83431.0	4bb0f76b0f10fc23f9eda0706151bc345e4554fd17867762613f11d26f826be5	0b8d54299a2c8080d6a72f790782cee3f1d92cbdcf293b913cacf4ae45d21d35
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.jpg	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.txt	1	201	653	0	1	15	17.0	189.0	306.0	229.0	55326.0	1892637a4fa6e38209fa78b27b603d9f1150ce5bfd731fe7ed8104ed91dc64e1	5e51d339d6fff2aac14f216ada86e86dfd4a4966f4bbbaf91d3683bb4e85bb6b
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.jpg	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.txt	2	201	654	0	1	11	337.0	266.0	288.0	138.0	31094.0	7b8912a00ca1379a56a40481e72c176cdd2ce83c40bfbdc9edc634389f5a7fc9	9593eefea550f3298608be7027f39f144472d8420a1d64c641377d1f5d191c71
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.jpg	roboflow_drago_v1_488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.txt	1	202	655	0	1	15	157.0	108.0	329.0	406.0	108439.0	36bf7d5b3e69714a7e5d2b08ba4925e757881dad6aa9eacc0d55268b6eb93686	f14f90081917f19fb9bffa2a69d8cc292194cf56259dc5ac67f942d4ace94aee
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.jpg	roboflow_drago_v1_488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.txt	1	203	656	0	1	15	108.0	154.0	406.0	329.0	108440.0	a8c7b1ab8ea6411b445e73ee26af148ca0150bf8ec2d3775d6ad939f7f953db3	a54e4dedc23da499ae1fb1f8d2ae880c81eb2142253ce4e41fa1eac8c3ff75e2
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.jpg	roboflow_drago_v1_488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.txt	1	204	657	0	1	15	154.0	126.0	329.0	406.0	108443.0	9696bcfbfc666de4ed640c14a0dab89bcc0fd1edc73e5e806afb219d04aea315	61237862415e6c90176d97b64aa577d206f7346545498c6bdc8eba1bee381759
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.jpg	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.txt	1	205	658	0	1	13	89.0	236.0	282.0	236.0	47268.0	5b5c0690f0bab166cb5c8e3cd79575486b6495431c59655e730e26adb600f8d6	490db00cdabfd7d2034cef13b9da90c5327090e05d979885f066f30c8ffaa08a
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.jpg	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.txt	2	205	659	0	1	13	285.0	166.0	260.0	233.0	44231.0	9c91568520a04bb39afa8a0a127a7b542bcb7301de2f20ad941cf481d04cf1c7	44dbbaf61721b6d1f1a2bee43605ad45795783be8ff63cecd455566c0b713fe0
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.jpg	roboflow_drago_v1_512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.txt	1	206	660	0	1	22	112.0	130.0	411.0	367.0	103543.0	def9f819d99159a71103557d6b9d12dab4eccf1dc6f12891e9196cbcae4da128	7684a75ecdcb1f6ab69bac7077ddf592a0dd0287dde4fce674238c6df7f7409c
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.jpg	roboflow_drago_v1_512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.txt	1	207	661	0	1	22	143.0	112.0	366.0	411.0	103542.0	f00ada33786e46322ad3e904438c8ceca45b791a36da9eb28b21d1af7ba28511	76580234d34d6823affb4d77adfa0aad5dfed98024e72f0702fbf4bc9918aa44
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.jpg	roboflow_drago_v1_521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.txt	1	208	662	0	1	17	77.0	141.0	485.0	355.0	130938.0	d5045541aed9656c772c9092d3a919699c78fd22671f67977b7020e2a05ff422	9178f1b75c11957caccc65d38155a75e12d09fcf547bd8b3c7c171aca7c57f1f
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.jpg	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.txt	1	209	663	0	1	15	55.0	229.0	257.0	203.0	41821.0	a93074457939b0a85948a91ce9a88593ddf113bbceb60129d1032f59232839bf	a8cfc7b6ea3dd164ead6eee065180bb1a3b048011a672116e39327ab33daf0aa
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.jpg	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.txt	2	209	664	0	1	15	318.0	212.0	260.0	211.0	42105.0	5085b0f25dbe44011b6ba6bbbc64d210f23e78a3a8f413093f92e1fe1bde17e9	a26c5b8417d4ec6b729d6d09ad69a923ad659257874c08610140ce008f498e74
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.jpg	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.txt	1	210	665	0	1	16	339.0	95.0	192.0	345.0	49248.0	b02b01639a1c315bab6c238e5cc66feb62636979411d34f1790aeb6c0ae46405	8603b49d2ceb19a6acf291bba154421f03b64ec02cec84f150cf6d234b7af5a4
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.jpg	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.txt	2	210	666	0	1	14	139.0	137.0	230.0	415.0	71633.0	cd2542f5139dccdff2afcc077388666fcdb6744a3329363eb0a3dd81fc2ba7e0	a354b224329806603d6fe777f7b932fcf2b38caa0a7a2148ee8f5630c7afcfd9
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.jpg	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.txt	1	211	667	0	1	16	95.0	109.0	345.0	192.0	49246.0	b269af8ce10d203e49f63fdf892449fd8df6bdf2959407d54b49ec5af2f34751	4112ba8019771da3e4e719a8f588f75dc769f73e1fbce19fc7de522c9b8a8a1d
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.jpg	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.txt	2	211	668	0	1	14	137.0	271.0	415.0	230.0	71630.0	943ad834e6966f892d10f72556b295bd916778a56f1243152e6b35ae721d124f	54dce74ab74f7e7160fdbaed3322e5d93c71dd3c1c275773bf3c4f1e4043b1be
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.jpg	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.txt	1	212	669	0	1	16	109.0	200.0	192.0	345.0	49240.0	924df8ed84d6fdc110c314a2a90817debcf9cfa54031dfe17a2e470c7fb04e35	2a5db50faf15140a9170d09722b2369ddd6222e65dd87191984a15a507026df3
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.jpg	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.txt	2	212	670	0	1	14	271.0	88.0	230.0	415.0	71622.0	de1c4e3008dc5e53328df444be40ba222d6dd99d0e7b286d5e8a3236d6972a71	16b5b4b7f9984e82c7e8dcb241d7a807308dd2d8f87460feac92fb67f793ed39
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.txt	1	213	671	0	1	12	171.0	195.0	159.0	171.0	18160.0	c4b91c1001a9f1e98855b44944397ed1e40a249f404405d137ef8bbf549c8a7e	324aec8f505feb60f9acbab1f9c33e37cb283a68b492665a713d5f5eefa4eb41
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.txt	2	213	672	0	1	10	264.0	53.0	76.0	132.0	6343.0	6e0ee796c352f0e4544a16d64aabafe54b26c1c6365b3f79ca51b7967d384f16	14231b58de016320d49cb285ad41fce647418ca37de6889ec9cffb429bb0b0ff
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.txt	3	213	673	0	1	10	413.0	395.0	57.0	146.0	4500.0	2ec8d52a116b0ac58181cb39ac003e2fc5e53656d88d0ea52f6b070435449c7a	d131b53b0daaa977e8dd95ca1068accdef55e9d101ba49bc72c02b8ffeb94636
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.txt	1	214	674	0	1	12	195.0	310.0	171.0	159.0	18159.0	a2ee09c7ff9cb8efa1a6b933d4dfa7e942c6c6a89f4239c1fc5a669b61e98ca1	79eaaf6fca7e832c170fff40a736ce37c43b9b6aceecc0dc70bce406b1288d5d
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.txt	2	214	675	0	1	10	53.0	300.0	132.0	76.0	6342.0	9dd836b6a893523ab029ccc006c2b754c062d61256d6986e71a9fafc81a0c53b	7329e5195bb1542b486b04ae91487e14b504385b025bb8e556f913d1b36538d7
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.txt	3	214	676	0	1	10	395.0	170.0	147.0	57.0	4503.0	58c27ea425ada90f7aee796bb5346aa5511c6aa476a152540a317d5c782c971f	a97958068e4e3280afa0c4c93c6b2a5c4b24a5003b5f75c7d84210f165bce143
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_54_jpg.rf.49ef7652c290b674132a7cfa57a713c1.jpg	roboflow_drago_v1_54_jpg.rf.49ef7652c290b674132a7cfa57a713c1.txt	1	215	677	0	1	18	372.0	276.0	254.0	212.0	42278.0	cda24bb33088fd648dcf51c9894ec7485ee097f12d56c260322e4efece88c83a	246ec4c867f63578d3e53f7a2d2561d54fe03a9800a4c1331261fb55a95b6d40
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_54_jpg.rf.7bffe393d8454eac4f9a767cd3eec22b.jpg	roboflow_drago_v1_54_jpg.rf.7bffe393d8454eac4f9a767cd3eec22b.txt	1	216	678	0	1	18	276.0	14.0	212.0	254.0	42278.0	decf573ebe3f2c1711a463b57e05e5cec9e55c799cab670117b8e043bb8c83ea	c7b36378d5a7b0e180087dbe762e0cffb62211cc1fdda273c4e0cf22081e943a
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_551-Copy_jpg.rf.e6e0607a9ead3867485ff8e2f013393f.jpg	roboflow_drago_v1_551-Copy_jpg.rf.e6e0607a9ead3867485ff8e2f013393f.txt	1	217	679	0	1	14	134.0	231.0	237.0	183.0	35309.0	9462853c89298af22fc9b31fe6380def76c227a62dc3ae36c691007ad9347116	d6b1c1627c9cd9c04b0a32d6112cb60fb7c3c10a8e2388070eb1e1ca9f46d801
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_553-Copy_jpg.rf.2a05850621e7ddeac545acc166da3b2d.jpg	roboflow_drago_v1_553-Copy_jpg.rf.2a05850621e7ddeac545acc166da3b2d.txt	1	218	680	0	1	19	85.0	146.0	472.0	340.0	132323.0	be637dab0d26618641e3df4155110a0846824c670cef0e53cbda94daba8126e5	1b4ea4378ba70d907efb9de1a532a111171576f93eeea712cad4abf024f719e0
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_553-Copy_jpg.rf.5e9c5a96d1b98e3bcff6fc83f59920e4.jpg	roboflow_drago_v1_553-Copy_jpg.rf.5e9c5a96d1b98e3bcff6fc83f59920e4.txt	1	219	681	0	1	19	146.0	83.0	340.0	472.0	132328.0	f056607bd6a7ea3ead1bc931abaf924b70fbea607e2b6ee5227041c1377f3e3b	3fcfcde66d0fe19426387366ce76234604671d8b8d066949e67a65df290e353e
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_557-Copy_jpg.rf.ab46352340a7f736d60c073cc01d9c9e.jpg	roboflow_drago_v1_557-Copy_jpg.rf.ab46352340a7f736d60c073cc01d9c9e.txt	1	220	682	0	1	15	151.0	148.0	487.0	341.0	146591.0	ca1b369e9965add4fcfd17688988b413222275c09ca2a1f97ebd489b946dc037	1f0cb3d1adb7d705d12a883b58dcf28ad5a4684158254206ab232ecf767e6dd5
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_557-Copy_jpg.rf.c51d47861f74c20e3643aca07f15483b.jpg	roboflow_drago_v1_557-Copy_jpg.rf.c51d47861f74c20e3643aca07f15483b.txt	1	221	683	0	1	15	148.0	2.0	341.0	487.0	146570.0	b4cfb473ddc165f92905818727ea1a1516ab6fa6389e153de6a4f050b9c44c67	97c01f4444ae049f75009900fb310c6e7df270161849e3019603671ca5e9a73f
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_55_jpg.rf.5e1a54ddf175eff3729bc83db840f292.jpg	roboflow_drago_v1_55_jpg.rf.5e1a54ddf175eff3729bc83db840f292.txt	1	222	684	0	1	19	246.0	215.0	248.0	193.0	37206.0	b956e52f27de1da65dbc401b7681dfcad3a9b0fca78a269de661f1c99e8789ba	bb054539db1c971f259fd766473ef683b87bfd8ed4c6942fb8f7999e125ec7dd
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_576_jpg.rf.ea3090e88ef86813d5a67986c4eebbb0.jpg	roboflow_drago_v1_576_jpg.rf.ea3090e88ef86813d5a67986c4eebbb0.txt	1	223	685	0	1	16	160.0	204.0	314.0	240.0	59606.0	a8e70835fe8e1c22c3062d297c9272df6bcb941e6ba61fef23a99c6cdafc0e1d	eaa03f02687f95048ca974fcb479970aa282b172e4e9bc8e05681ba88306235d
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_581_jpg.rf.426231b47458f6e7924e7c4c8ebaec24.jpg	roboflow_drago_v1_581_jpg.rf.426231b47458f6e7924e7c4c8ebaec24.txt	1	224	686	0	1	10	3.0	150.0	637.0	341.0	215214.0	d5e1a2f84f6921ea2b9fe280befcbd19afdaee1a771adb4b935e4bfba1914559	0fabe15f7ebf241bc9092995039d3b16659fc5e28c35a849108160b93327168e
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.jpg	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.txt	1	225	687	0	1	13	278.0	128.0	173.0	203.0	26177.0	a0cf778b896cc124b7179b76c2d6dfd98de3dddc4ad3cba902698cf4422d2d80	d4183af6ac5c9496a3a25cc35d557da3c3524d2f37e7901440654ff3689bdc64
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.jpg	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.txt	2	225	688	0	1	13	158.0	335.0	152.0	194.0	20793.0	22cdc2621f93ae943c39dc39082b9f4c4d9b584bc5a01a6f38ab06b62e96ec83	4476da5cfeb49842a21cb513060e9965a2443d283d3a37cffd9ac9c761d2a4c4
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_586_jpg.rf.94ba821e509d2a6b2ae3ba442e9a56e2.jpg	roboflow_drago_v1_586_jpg.rf.94ba821e509d2a6b2ae3ba442e9a56e2.txt	1	226	689	0	1	13	128.0	189.0	203.0	173.0	26176.0	0fea93810cfaa07dc4e522c76c06ad949b9c9d51f64d744b641105d557dceed1	436cc4ac882e6d0f616fbfb310029a773c151d3705f442cc9c59d77d2de73f02
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_586_jpg.rf.94ba821e509d2a6b2ae3ba442e9a56e2.jpg	roboflow_drago_v1_586_jpg.rf.94ba821e509d2a6b2ae3ba442e9a56e2.txt	2	226	690	0	1	13	336.0	330.0	193.0	152.0	20790.0	032c6f0ec464ca31983722e8571b8cef8f6a6228250f2f8727613f880863e9a0	0ffbed70f1794e449e44ab6aa83fe13c41b742f753c33f6a41f4af1aa63405de
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_588_jpg.rf.28721d77bc4f74d083e15c1496ec0d1c.jpg	roboflow_drago_v1_588_jpg.rf.28721d77bc4f74d083e15c1496ec0d1c.txt	1	227	691	0	1	17	97.0	178.0	437.0	296.0	100130.0	a135a463e52941e23728a92946d6fc3fc06e02ab52fbc70cc6636f901088e26d	4a919cf5081ccc99f67a52de1a1b38a330e1d720993e4899918b730463c38ff9
train_clean	train	roboflow_drago_v1	roboflow_drago_v1_603_jpg.rf.26758010bfdaff2d090834ce87e42f56.jpg	roboflow_drago_v1_603_jpg.rf.26758010bfdaff2d090834ce87e42f56.txt	1	228	692	0	1	16	140.0	250.0	251.0	214.0	42088.0	55dca061edb5bea52ac32d2805fe63531c37762e0d220d75e733c31cd979b51b	14dc77053e6955d221545e66e834bc120a7c567b65ba9f87911ff14cd6c55e67
