image	instances	min_area	small_instances	tiny_instances	edge_instances	repeat	reasons
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_270_jpg.rf.781b65fcea4bb4fdc299d61e90c0da1b.jpg	1	0.09378294	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_270_jpg.rf.897a5cc4abd7c27e88abca34cf80998e.jpg	1	0.09378294	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_270_jpg.rf.cb5f4d9d5cd1166fcb3e0b236ecd221f.jpg	1	0.09378294	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_272_jpg.rf.07b7f24fde9a0835ba7b2b9804a31e53.jpg	1	0.12325465	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_272_jpg.rf.1c30ea028c258b73da965894daeb7f8e.jpg	1	0.12325465	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_272_jpg.rf.d463eea902ed1d383c33a65d27daa002.jpg	1	0.12325465	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_273_jpg.rf.443d40ae4d41919bf04dd969fe21b0ab.jpg	2	0.08206887	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_274_jpg.rf.03ba288cc5071f78648be4d7c9f7efb6.jpg	1	0.24333556	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_277_jpg.rf.49444b24f93a8e66542f372abbccd467.jpg	1	0.14682715	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_277_jpg.rf.69b3e843f4a144f8276a19b162cf6d46.jpg	1	0.14682715	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_277_jpg.rf.dae28f4c761fa8f29788d65ad9559ec5.jpg	1	0.14682715	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_278_jpg.rf.4d4c143b193aafe456f0ea9e8efb79ab.jpg	1	0.35603943	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_279_jpg.rf.12e314ee3a50739b601fe87d1b13e6b2.jpg	1	0.36572895	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_279_jpg.rf.6cf69e970d432f3138ef629fc7f10439.jpg	1	0.36572895	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_279_jpg.rf.bad877ccf35cf403aff1276a9fb2a923.jpg	1	0.36572895	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_281_jpg.rf.8141815dfd8dfedffe690b326e603e87.jpg	1	0.22232087	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_282_jpg.rf.404a159b80d07e0d98b25fdd5f1f5b07.jpg	1	0.14158035	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_282_jpg.rf.89dcb93b6f3391431ac74894ab3bf755.jpg	1	0.14158035	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_289_jpg.rf.8c9ad021cdec26f07d9f8e60c89eada7.jpg	1	0.19646039	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_289_jpg.rf.c2e3e94733d46e1654364583c8536be5.jpg	1	0.19646039	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_290_jpg.rf.b05798b3dd2a71da3d865b1828c8c61d.jpg	1	0.38374067	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_290_jpg.rf.eea77a48a163acbb47a10dbfe7d8d099.jpg	1	0.38374067	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_291_jpg.rf.c0e450fe6c4c4d93bdfb8a446782452f.jpg	1	0.22418810	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_293_jpg.rf.065b4c8955cec1394336e9bdb4f98e50.jpg	1	0.15523941	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_302_jpg.rf.3156e3f7cd55007bc04da9d2e94aa616.jpg	1	0.17429305	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_302_jpg.rf.a13691135e38a940888f4f00c6f1b7dc.jpg	1	0.17429305	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_302_jpg.rf.d84f3e96d3164d5f8865ae087befef6d.jpg	1	0.17429305	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_303_jpg.rf.42d52224e93a46df5f852a0959cad645.jpg	1	0.11890597	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_303_jpg.rf.8ffd9cf96edc48af333a523b7cc7baf1.jpg	1	0.11890597	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_303_jpg.rf.fe97777ac6b3a8821edc5b2379a00fdc.jpg	1	0.11890597	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_304_jpg.rf.cfc846b92a4a96ae590239efbc3df86c.jpg	1	0.24255722	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_314_jpg.rf.0803bf26b6fd7ecb120254615354e981.jpg	1	0.16320685	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_31_jpg.rf.18bdc815d24f35367b0e43e41406fc4e.jpg	1	0.12865270	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_31_jpg.rf.5da74d0ee2a34ca1be16219433d1c70c.jpg	1	0.12865270	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_31_jpg.rf.d966d0a0fa3fc4dc817eeae3f1b39f37.jpg	1	0.12865270	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_323_jpg.rf.8ed69e83ba9b0ac4096f44366c70e881.jpg	1	0.27935541	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_323_jpg.rf.d8b33e608eea90218d1a7d54282f3a74.jpg	1	0.27935541	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_325_jpg.rf.0892691c6457054ef018ae21345392e3.jpg	1	0.32072827	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_325_jpg.rf.c271098099d943d79dc16a29763fa4cd.jpg	1	0.32072827	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_326_jpg.rf.847d00ce96f3750ee2d0e9c3bec0a0b0.jpg	1	0.36152880	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_327_jpg.rf.8d34a479d0646b47432a75c44f40c969.jpg	1	0.31297286	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_327_jpg.rf.c8c357432ef79c6c57807a938fddf686.jpg	1	0.31297286	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_327_jpg.rf.f44d0a764a627a3181380f6593596b8c.jpg	1	0.31297286	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_328_jpg.rf.2edf90b1baf0ea42cdf0bf034c1c96ea.jpg	1	0.45508072	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_328_jpg.rf.589c7ea9103c9f1229ae532b4ceffe21.jpg	1	0.45508072	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_329_jpg.rf.a81269f70a018c4b20e736463fc10bdc.jpg	1	0.48322660	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_329_jpg.rf.abe414ce8ee144e4c29986c68e6b31be.jpg	1	0.48322660	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_329_jpg.rf.ea2ec9f8397a010b45bf64bad1d01a42.jpg	1	0.48322660	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_330_jpg.rf.627bbd983800519e4db5b89ef12bb1a6.jpg	1	0.29815673	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_330_jpg.rf.cdf47dc80e2af45767e6785ccaecc14a.jpg	1	0.29815673	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_340_jpg.rf.7f1a60e1d6e678f9cb82f39270715d55.jpg	1	0.32242655	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_340_jpg.rf.aa4506bdf088e9ec3f83f07b62f9d18d.jpg	1	0.32242655	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_342_jpg.rf.40e4927b5c335371cd429406375435e1.jpg	2	0.09061876	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_342_jpg.rf.6421d92a512444c9ad47611850913135.jpg	2	0.09061876	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_342_jpg.rf.d4930fef03d59c0c6c12c706c4d0fba3.jpg	2	0.09061876	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_344_jpg.rf.a68cb3ca86b3ba35ce85c5c36fd34513.jpg	1	0.19720230	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_344_jpg.rf.c4e2d9e74739ad6c199f2a4614c54c10.jpg	1	0.19720230	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_344_jpg.rf.f4b1e65953a7aa537949d03a0d4116aa.jpg	1	0.19720230	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_345_jpg.rf.13204af135aa6ff869e9307b55f9c902.jpg	1	0.19362107	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_345_jpg.rf.6ab4fa2afa065e66adc8332b5b736eba.jpg	1	0.19362107	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_349_jpg.rf.8acce7e439634a2125f47c286ecf2a6f.jpg	1	0.20942925	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_34_jpg.rf.d2e56501215aca4e36fcfc9b4cbe45c3.jpg	1	0.11114728	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_34_jpg.rf.f423a591d88d04c2d2ed2034ae48377c.jpg	1	0.11114728	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_34_jpg.rf.fc150632bf5bb228d867d50353bc03a2.jpg	1	0.11114728	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_351_jpg.rf.490f768b383d1dc99ce60e5395c411dc.jpg	1	0.23775067	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_351_jpg.rf.643c5db89af432b04da150a08efea408.jpg	1	0.23775067	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_351_jpg.rf.8df8449ee274047f8c73027026871528.jpg	1	0.23775067	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_353_jpg.rf.fb6a9ab8b75d6e765dca4fd5a1f0ebd8.jpg	1	0.34214925	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_356_jpg.rf.8c10323700e751b7d86636247c299255.jpg	1	0.30552424	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_356_jpg.rf.9e8faec7f4ec8826283fbd649c8adfa2.jpg	1	0.30552424	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_35_jpg.rf.975d8a029b02cc18f4f20d4c08050870.jpg	1	0.22576935	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_363_jpg.rf.93546ad75cb2299b170ead71dfd31e5f.jpg	1	0.21996092	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_363_jpg.rf.e233ca3a4856ec500a8990e9e7cc1483.jpg	1	0.21996092	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_363_jpg.rf.f8b3c0fddabb0ed5a4ce3698251cb99c.jpg	1	0.21996092	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_365_jpg.rf.09d91532c34b05a1d2a9d1ca0e39625f.jpg	1	0.35192659	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_365_jpg.rf.8e529cb171abddb286e502668484fcca.jpg	1	0.35192659	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_365_jpg.rf.d193131983735e91ad66a7ed03f22c7c.jpg	1	0.35192659	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_366_jpg.rf.17bbd4929f4e568c73b110413d53f1e2.jpg	1	0.24242816	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_366_jpg.rf.38977735f56488d14017b52d9ffabea5.jpg	1	0.24242816	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_366_jpg.rf.f0e2d47bb73004a5a5fd059baf98ad52.jpg	1	0.24242816	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_367_jpg.rf.c4b510d133c74fb309b48e3e82641d11.jpg	1	0.22938913	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_370_jpg.rf.d319a54d3bf602b286ce4c489bb2a550.jpg	2	0.10137585	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_376_jpg.rf.8273f270e6b24efb02b193a422eeff13.jpg	1	0.38867087	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_376_jpg.rf.f24675d7057b5ef477b6947e33f79bbe.jpg	1	0.38867087	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_376_jpg.rf.fd5364a7205886c9520a673abb770c56.jpg	1	0.38867087	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_379_jpg.rf.a370e264d7b9249721aed131345df5a1.jpg	1	0.48152141	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_379_jpg.rf.f2fac0eb21467e52e26548f68d1e689c.jpg	1	0.48152141	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_380_jpg.rf.ae09481bc3c119a53a17fda822a43967.jpg	1	0.41477955	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_383_jpg.rf.1a67da6a51850cc2f94f3254dbbce9ba.jpg	1	0.19422699	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_383_jpg.rf.a47e72c10b821c486b558cb4841b1f52.jpg	1	0.19422699	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_383_jpg.rf.bb1c36d2009c9031c2938cecea5fbfa8.jpg	1	0.19422699	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_391-Copy_jpg.rf.1a69054d1e5b28276006e1e74cd48b2c.jpg	1	0.12745220	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_392-Copy_jpg.rf.962afe74b1518a44d81c977adb272ac9.jpg	1	0.08410430	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_395_jpg.rf.3cf33247f5fadc8e4d94e543963a1397.jpg	1	0.51661684	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_395_jpg.rf.f66839dbc7be61046dea3957dd22cc6e.jpg	1	0.51661684	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_396_jpg.rf.be7bca3b0572b58b0a37e2f5d0250470.jpg	1	0.34977687	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_397_jpg.rf.511ec7d2c3df05b15e2a920443019530.jpg	1	0.51579387	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_397_jpg.rf.9a46b188aa4cc784bb7fe725906ce175.jpg	1	0.51579387	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_3_jpg.rf.2d2932ddec781c83b035909f1f72eb33.jpg	1	0.42220257	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_3_jpg.rf.c0d0a96180bc45f9d0789bc4abb24dc4.jpg	1	0.42220257	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_402-Copy_jpg.rf.9b913a2eb3e7d2195daf961c9b212f8e.jpg	1	0.32251116	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_402-Copy_jpg.rf.b594e1a7f0a902f67adbd6de5ceaf2ee.jpg	1	0.32251116	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_40_jpg.rf.6d4186cd722f62273224ef30f5cd533b.jpg	2	0.08160763	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_40_jpg.rf.d99f02310547386be032501ffb17cb6a.jpg	2	0.08160763	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_413-Copy_jpg.rf.0a98ec2e8a0267e59ae0df7a9999a54e.jpg	1	0.43443647	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_416-Copy_jpg.rf.3eec9321adb2ee84bcd4f9f8c3fb9512.jpg	1	0.26138914	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_424-Copy_jpg.rf.71a58ea76b21098d180d5377db4082e3.jpg	1	0.18487065	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_426-Copy_jpg.rf.f20721968d2f602016289cbff2c85269.jpg	1	0.10461900	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_432-Copy_jpg.rf.97e419c6fa192975d1c447d813adfe26.jpg	2	0.01091239	0	0	1	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_433-Copy_jpg.rf.a01f005f377f14581b16b1c8087ad0c9.jpg	1	0.17066817	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_434-Copy_jpg.rf.18b0881e0794bf74968bfc2ffd0d97fb.jpg	1	0.16002245	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_434-Copy_jpg.rf.6d59d83da2b204b6bff749c41b1f187f.jpg	1	0.16002245	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_434-Copy_jpg.rf.8945db8bf907e6eb51d7ebd530371243.jpg	1	0.16002245	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_445-Copy_jpg.rf.380a9a7de8634a0b9f30691267a9242e.jpg	1	0.35076565	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_445-Copy_jpg.rf.40bb93179f103364cef66a6fac3b9376.jpg	1	0.35076565	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_445-Copy_jpg.rf.751b5e16c143879f81586aff5633f334.jpg	1	0.35076565	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_448-Copy_jpg.rf.0be8ff77f37fa14236c391c153c18b6f.jpg	2	0.09716804	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_448-Copy_jpg.rf.4e657e5dc2f1ee1477aad8b3bcc2c21f.jpg	2	0.09716804	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.jpg	2	0.09716804	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.jpg	1	0.09344596	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_44_jpg.rf.6aae02035f78a21c949070ef66b301b3.jpg	1	0.09344596	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.jpg	1	0.09344596	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	4	0.06670214	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	4	0.06670214	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_450-Copy_jpg.rf.bfa44ba890744b78a58e0ecd2e36a5ae.jpg	4	0.06670214	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.jpg	1	0.20509700	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.jpg	1	0.20509700	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.jpg	1	0.20509700	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_464-Copy_jpg.rf.99469f408f6afcef7d6bd27b8c2c184f.jpg	2	0.09034599	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_464-Copy_jpg.rf.e00d1c0460a06bc44406b2fa7b9b1331.jpg	2	0.09034599	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.jpg	2	0.10605080	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_46_jpg.rf.b05ac3cc5124ebf9974152d66b8a8e53.jpg	1	0.12194230	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_479-Copy_jpg.rf.7398d710acba25ad7ed77fd0d38fe462.jpg	1	0.19566468	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_479-Copy_jpg.rf.8d78cf2b5a24d44fc379b2e0925cf73b.jpg	1	0.19566468	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.jpg	1	0.20370232	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.jpg	2	0.07591717	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.jpg	1	0.26480340	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.jpg	1	0.26480340	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.jpg	1	0.26480340	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_502-Copy_jpg.rf.95abcb531c6bb2aa2a700f25c9172da7.jpg	1	0.30531101	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_507-Copy_jpg.rf.cdbe8e6007272ca2e63998207a1e57e6.jpg	2	0.11021440	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_507-Copy_jpg.rf.dd8ea45bf5004db1deffe36422869de4.jpg	2	0.11021440	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.jpg	2	0.10796051	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_50_jpg.rf.56ce2bbcbeea645660809b89b4f2a7b1.jpg	2	0.10796051	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.jpg	1	0.25289932	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.jpg	1	0.25289932	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.jpg	1	0.31965998	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_523-Copy_jpg.rf.fc4c0b22e466ca07f7610a39172a04e5.jpg	2	0.11034935	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_525-Copy_jpg.rf.26b7410b0f853fe2d814e1c6a5542095.jpg	2	0.09306304	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_52_jpg.rf.4fa49d52c3cb670ce25d2198c1e9c8d1.jpg	1	0.05901853	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_52_jpg.rf.bf495524b521faf6ca5902a89dd9ece2.jpg	1	0.05901853	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.jpg	2	0.10217077	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_534-Copy_jpg.rf.a34f124183bddd8aec6633aeb23a54ad.jpg	2	0.10217077	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.jpg	2	0.12024855	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.jpg	2	0.12024855	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.jpg	2	0.12024855	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_537-Copy_jpg.rf.5b9523f67228d7605ba23b8c1964dfe3.jpg	1	0.25737487	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg	3	0.01101092	0	0	0	1	base
D:/MelonDataset/watermelon_seg/images/train/roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg	3	0.01101092	0	0	0	1	base
