split	source	source_split	image	label	instances	source_image
train	roboflow_drago_v1	train	roboflow_drago_v1_402-Copy_jpg.rf.9b913a2eb3e7d2195daf961c9b212f8e.jpg	roboflow_drago_v1_402-Copy_jpg.rf.9b913a2eb3e7d2195daf961c9b212f8e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\402-Copy_jpg.rf.9b913a2eb3e7d2195daf961c9b212f8e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_402-Copy_jpg.rf.b594e1a7f0a902f67adbd6de5ceaf2ee.jpg	roboflow_drago_v1_402-Copy_jpg.rf.b594e1a7f0a902f67adbd6de5ceaf2ee.txt	1	Watermelon Detector.v1i.coco-segmentation\train\402-Copy_jpg.rf.b594e1a7f0a902f67adbd6de5ceaf2ee.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_40_jpg.rf.6d4186cd722f62273224ef30f5cd533b.jpg	roboflow_drago_v1_40_jpg.rf.6d4186cd722f62273224ef30f5cd533b.txt	2	Watermelon Detector.v1i.coco-segmentation\train\40_jpg.rf.6d4186cd722f62273224ef30f5cd533b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_40_jpg.rf.d99f02310547386be032501ffb17cb6a.jpg	roboflow_drago_v1_40_jpg.rf.d99f02310547386be032501ffb17cb6a.txt	2	Watermelon Detector.v1i.coco-segmentation\train\40_jpg.rf.d99f02310547386be032501ffb17cb6a.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_413-Copy_jpg.rf.0a98ec2e8a0267e59ae0df7a9999a54e.jpg	roboflow_drago_v1_413-Copy_jpg.rf.0a98ec2e8a0267e59ae0df7a9999a54e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\413-Copy_jpg.rf.0a98ec2e8a0267e59ae0df7a9999a54e.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_416-Copy_jpg.rf.3eec9321adb2ee84bcd4f9f8c3fb9512.jpg	roboflow_drago_v1_416-Copy_jpg.rf.3eec9321adb2ee84bcd4f9f8c3fb9512.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\416-Copy_jpg.rf.3eec9321adb2ee84bcd4f9f8c3fb9512.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_424-Copy_jpg.rf.71a58ea76b21098d180d5377db4082e3.jpg	roboflow_drago_v1_424-Copy_jpg.rf.71a58ea76b21098d180d5377db4082e3.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\424-Copy_jpg.rf.71a58ea76b21098d180d5377db4082e3.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_426-Copy_jpg.rf.f20721968d2f602016289cbff2c85269.jpg	roboflow_drago_v1_426-Copy_jpg.rf.f20721968d2f602016289cbff2c85269.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\426-Copy_jpg.rf.f20721968d2f602016289cbff2c85269.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_432-Copy_jpg.rf.97e419c6fa192975d1c447d813adfe26.jpg	roboflow_drago_v1_432-Copy_jpg.rf.97e419c6fa192975d1c447d813adfe26.txt	2	Watermelon Detector.v1i.coco-segmentation\valid\432-Copy_jpg.rf.97e419c6fa192975d1c447d813adfe26.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_433-Copy_jpg.rf.a01f005f377f14581b16b1c8087ad0c9.jpg	roboflow_drago_v1_433-Copy_jpg.rf.a01f005f377f14581b16b1c8087ad0c9.txt	1	Watermelon Detector.v1i.coco-segmentation\train\433-Copy_jpg.rf.a01f005f377f14581b16b1c8087ad0c9.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_434-Copy_jpg.rf.18b0881e0794bf74968bfc2ffd0d97fb.jpg	roboflow_drago_v1_434-Copy_jpg.rf.18b0881e0794bf74968bfc2ffd0d97fb.txt	1	Watermelon Detector.v1i.coco-segmentation\train\434-Copy_jpg.rf.18b0881e0794bf74968bfc2ffd0d97fb.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_434-Copy_jpg.rf.6d59d83da2b204b6bff749c41b1f187f.jpg	roboflow_drago_v1_434-Copy_jpg.rf.6d59d83da2b204b6bff749c41b1f187f.txt	1	Watermelon Detector.v1i.coco-segmentation\train\434-Copy_jpg.rf.6d59d83da2b204b6bff749c41b1f187f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_434-Copy_jpg.rf.8945db8bf907e6eb51d7ebd530371243.jpg	roboflow_drago_v1_434-Copy_jpg.rf.8945db8bf907e6eb51d7ebd530371243.txt	1	Watermelon Detector.v1i.coco-segmentation\train\434-Copy_jpg.rf.8945db8bf907e6eb51d7ebd530371243.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_445-Copy_jpg.rf.380a9a7de8634a0b9f30691267a9242e.jpg	roboflow_drago_v1_445-Copy_jpg.rf.380a9a7de8634a0b9f30691267a9242e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\445-Copy_jpg.rf.380a9a7de8634a0b9f30691267a9242e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_445-Copy_jpg.rf.40bb93179f103364cef66a6fac3b9376.jpg	roboflow_drago_v1_445-Copy_jpg.rf.40bb93179f103364cef66a6fac3b9376.txt	1	Watermelon Detector.v1i.coco-segmentation\train\445-Copy_jpg.rf.40bb93179f103364cef66a6fac3b9376.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_445-Copy_jpg.rf.751b5e16c143879f81586aff5633f334.jpg	roboflow_drago_v1_445-Copy_jpg.rf.751b5e16c143879f81586aff5633f334.txt	1	Watermelon Detector.v1i.coco-segmentation\train\445-Copy_jpg.rf.751b5e16c143879f81586aff5633f334.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_448-Copy_jpg.rf.0be8ff77f37fa14236c391c153c18b6f.jpg	roboflow_drago_v1_448-Copy_jpg.rf.0be8ff77f37fa14236c391c153c18b6f.txt	2	Watermelon Detector.v1i.coco-segmentation\train\448-Copy_jpg.rf.0be8ff77f37fa14236c391c153c18b6f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_448-Copy_jpg.rf.4e657e5dc2f1ee1477aad8b3bcc2c21f.jpg	roboflow_drago_v1_448-Copy_jpg.rf.4e657e5dc2f1ee1477aad8b3bcc2c21f.txt	2	Watermelon Detector.v1i.coco-segmentation\train\448-Copy_jpg.rf.4e657e5dc2f1ee1477aad8b3bcc2c21f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.jpg	roboflow_drago_v1_448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.txt	2	Watermelon Detector.v1i.coco-segmentation\train\448-Copy_jpg.rf.527eb3f6112aedbf434243cadf6f2aa9.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.jpg	roboflow_drago_v1_44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.txt	1	Watermelon Detector.v1i.coco-segmentation\train\44_jpg.rf.07f6365ad9f9a300c7154d18b6a5d626.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_44_jpg.rf.6aae02035f78a21c949070ef66b301b3.jpg	roboflow_drago_v1_44_jpg.rf.6aae02035f78a21c949070ef66b301b3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\44_jpg.rf.6aae02035f78a21c949070ef66b301b3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.jpg	roboflow_drago_v1_44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.txt	1	Watermelon Detector.v1i.coco-segmentation\train\44_jpg.rf.d3fe2373f9e78ccd7f4507a0ee1376fb.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg	roboflow_drago_v1_450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.txt	4	Watermelon Detector.v1i.coco-segmentation\train\450-Copy_jpg.rf.72d0b1305f711111bc8c5b219f77b2b4.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg	roboflow_drago_v1_450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.txt	4	Watermelon Detector.v1i.coco-segmentation\train\450-Copy_jpg.rf.ac3be4119282a8dc572118ca24ebcab8.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_450-Copy_jpg.rf.bfa44ba890744b78a58e0ecd2e36a5ae.jpg	roboflow_drago_v1_450-Copy_jpg.rf.bfa44ba890744b78a58e0ecd2e36a5ae.txt	4	Watermelon Detector.v1i.coco-segmentation\train\450-Copy_jpg.rf.bfa44ba890744b78a58e0ecd2e36a5ae.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.jpg	roboflow_drago_v1_462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.txt	1	Watermelon Detector.v1i.coco-segmentation\train\462-Copy_jpg.rf.2e5ee6b01b3295eb2d6a6b19b4149bce.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.jpg	roboflow_drago_v1_462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.txt	1	Watermelon Detector.v1i.coco-segmentation\train\462-Copy_jpg.rf.4891ebadf0d3b60ec908fc4a93944159.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.jpg	roboflow_drago_v1_462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\462-Copy_jpg.rf.b1eb6e8ceca1fd72864aadd75d2afa1b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_464-Copy_jpg.rf.99469f408f6afcef7d6bd27b8c2c184f.jpg	roboflow_drago_v1_464-Copy_jpg.rf.99469f408f6afcef7d6bd27b8c2c184f.txt	2	Watermelon Detector.v1i.coco-segmentation\train\464-Copy_jpg.rf.99469f408f6afcef7d6bd27b8c2c184f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_464-Copy_jpg.rf.e00d1c0460a06bc44406b2fa7b9b1331.jpg	roboflow_drago_v1_464-Copy_jpg.rf.e00d1c0460a06bc44406b2fa7b9b1331.txt	2	Watermelon Detector.v1i.coco-segmentation\train\464-Copy_jpg.rf.e00d1c0460a06bc44406b2fa7b9b1331.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.jpg	roboflow_drago_v1_467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.txt	2	Watermelon Detector.v1i.coco-segmentation\train\467-Copy_jpg.rf.e241a517a8039a526c3f07dae4d2a274.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_46_jpg.rf.b05ac3cc5124ebf9974152d66b8a8e53.jpg	roboflow_drago_v1_46_jpg.rf.b05ac3cc5124ebf9974152d66b8a8e53.txt	1	Watermelon Detector.v1i.coco-segmentation\train\46_jpg.rf.b05ac3cc5124ebf9974152d66b8a8e53.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_479-Copy_jpg.rf.7398d710acba25ad7ed77fd0d38fe462.jpg	roboflow_drago_v1_479-Copy_jpg.rf.7398d710acba25ad7ed77fd0d38fe462.txt	1	Watermelon Detector.v1i.coco-segmentation\train\479-Copy_jpg.rf.7398d710acba25ad7ed77fd0d38fe462.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_479-Copy_jpg.rf.8d78cf2b5a24d44fc379b2e0925cf73b.jpg	roboflow_drago_v1_479-Copy_jpg.rf.8d78cf2b5a24d44fc379b2e0925cf73b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\479-Copy_jpg.rf.8d78cf2b5a24d44fc379b2e0925cf73b.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.jpg	roboflow_drago_v1_482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\482-Copy_jpg.rf.09cb1c4442d9fc1ed28505b3a0619df9.jpg
train	roboflow_drago_v1	test	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.jpg	roboflow_drago_v1_487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.txt	2	Watermelon Detector.v1i.coco-segmentation\test\487-Copy_jpg.rf.6bed2d8f20bd86d346065d41ff88f0fe.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.jpg	roboflow_drago_v1_488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.txt	1	Watermelon Detector.v1i.coco-segmentation\train\488-Copy_jpg.rf.16c341d75fb620c0e87aa8eea6c24c91.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.jpg	roboflow_drago_v1_488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.txt	1	Watermelon Detector.v1i.coco-segmentation\train\488-Copy_jpg.rf.3634649202e38741c8ffccb6b75cfef4.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.jpg	roboflow_drago_v1_488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.txt	1	Watermelon Detector.v1i.coco-segmentation\train\488-Copy_jpg.rf.a748c0b79753b01c479791c9c3ce98ec.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_502-Copy_jpg.rf.95abcb531c6bb2aa2a700f25c9172da7.jpg	roboflow_drago_v1_502-Copy_jpg.rf.95abcb531c6bb2aa2a700f25c9172da7.txt	1	Watermelon Detector.v1i.coco-segmentation\train\502-Copy_jpg.rf.95abcb531c6bb2aa2a700f25c9172da7.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_507-Copy_jpg.rf.cdbe8e6007272ca2e63998207a1e57e6.jpg	roboflow_drago_v1_507-Copy_jpg.rf.cdbe8e6007272ca2e63998207a1e57e6.txt	2	Watermelon Detector.v1i.coco-segmentation\train\507-Copy_jpg.rf.cdbe8e6007272ca2e63998207a1e57e6.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_507-Copy_jpg.rf.dd8ea45bf5004db1deffe36422869de4.jpg	roboflow_drago_v1_507-Copy_jpg.rf.dd8ea45bf5004db1deffe36422869de4.txt	2	Watermelon Detector.v1i.coco-segmentation\train\507-Copy_jpg.rf.dd8ea45bf5004db1deffe36422869de4.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.jpg	roboflow_drago_v1_50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.txt	2	Watermelon Detector.v1i.coco-segmentation\train\50_jpg.rf.28a82357e315fcfb7a3cf7362427c5ed.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_50_jpg.rf.56ce2bbcbeea645660809b89b4f2a7b1.jpg	roboflow_drago_v1_50_jpg.rf.56ce2bbcbeea645660809b89b4f2a7b1.txt	2	Watermelon Detector.v1i.coco-segmentation\train\50_jpg.rf.56ce2bbcbeea645660809b89b4f2a7b1.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.jpg	roboflow_drago_v1_512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\512-Copy_jpg.rf.0a2a55853385a0a17ec31ac2cb8bfb5e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.jpg	roboflow_drago_v1_512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.txt	1	Watermelon Detector.v1i.coco-segmentation\train\512-Copy_jpg.rf.d42d97d9221b8e05bb5e794e1f2bfa2d.jpg
train	roboflow_drago_v1	test	roboflow_drago_v1_521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.jpg	roboflow_drago_v1_521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.txt	1	Watermelon Detector.v1i.coco-segmentation\test\521-Copy_jpg.rf.d504101bc0eb9042055f1418ef3fc264.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_523-Copy_jpg.rf.fc4c0b22e466ca07f7610a39172a04e5.jpg	roboflow_drago_v1_523-Copy_jpg.rf.fc4c0b22e466ca07f7610a39172a04e5.txt	2	Watermelon Detector.v1i.coco-segmentation\train\523-Copy_jpg.rf.fc4c0b22e466ca07f7610a39172a04e5.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_525-Copy_jpg.rf.26b7410b0f853fe2d814e1c6a5542095.jpg	roboflow_drago_v1_525-Copy_jpg.rf.26b7410b0f853fe2d814e1c6a5542095.txt	2	Watermelon Detector.v1i.coco-segmentation\train\525-Copy_jpg.rf.26b7410b0f853fe2d814e1c6a5542095.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_52_jpg.rf.4fa49d52c3cb670ce25d2198c1e9c8d1.jpg	roboflow_drago_v1_52_jpg.rf.4fa49d52c3cb670ce25d2198c1e9c8d1.txt	1	Watermelon Detector.v1i.coco-segmentation\train\52_jpg.rf.4fa49d52c3cb670ce25d2198c1e9c8d1.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_52_jpg.rf.bf495524b521faf6ca5902a89dd9ece2.jpg	roboflow_drago_v1_52_jpg.rf.bf495524b521faf6ca5902a89dd9ece2.txt	1	Watermelon Detector.v1i.coco-segmentation\train\52_jpg.rf.bf495524b521faf6ca5902a89dd9ece2.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.jpg	roboflow_drago_v1_534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.txt	2	Watermelon Detector.v1i.coco-segmentation\train\534-Copy_jpg.rf.63334378c11b24bc4d2fdc7ed1bf612b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_534-Copy_jpg.rf.a34f124183bddd8aec6633aeb23a54ad.jpg	roboflow_drago_v1_534-Copy_jpg.rf.a34f124183bddd8aec6633aeb23a54ad.txt	2	Watermelon Detector.v1i.coco-segmentation\train\534-Copy_jpg.rf.a34f124183bddd8aec6633aeb23a54ad.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.jpg	roboflow_drago_v1_535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.txt	2	Watermelon Detector.v1i.coco-segmentation\train\535-Copy_jpg.rf.4b55a11a25ffe3c8928072f122490c25.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.jpg	roboflow_drago_v1_535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.txt	2	Watermelon Detector.v1i.coco-segmentation\train\535-Copy_jpg.rf.eec2b04795c83a353c79a12aa0e53540.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.jpg	roboflow_drago_v1_535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.txt	2	Watermelon Detector.v1i.coco-segmentation\train\535-Copy_jpg.rf.ff54bc8e441c763d4be1e6964c132919.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_537-Copy_jpg.rf.5b9523f67228d7605ba23b8c1964dfe3.jpg	roboflow_drago_v1_537-Copy_jpg.rf.5b9523f67228d7605ba23b8c1964dfe3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\537-Copy_jpg.rf.5b9523f67228d7605ba23b8c1964dfe3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg	roboflow_drago_v1_53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.txt	3	Watermelon Detector.v1i.coco-segmentation\train\53_jpg.rf.0bf95508b4e4654b708dd43d0dda0855.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg	roboflow_drago_v1_53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.txt	3	Watermelon Detector.v1i.coco-segmentation\train\53_jpg.rf.5f41978f91a971d379ff2a0d6b009c20.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_53_jpg.rf.62e9361b2084f2943abb28c56e241095.jpg	roboflow_drago_v1_53_jpg.rf.62e9361b2084f2943abb28c56e241095.txt	3	Watermelon Detector.v1i.coco-segmentation\train\53_jpg.rf.62e9361b2084f2943abb28c56e241095.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_544-Copy_jpg.rf.a8e7603cb95682b788d33f823ddeea9e.jpg	roboflow_drago_v1_544-Copy_jpg.rf.a8e7603cb95682b788d33f823ddeea9e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\544-Copy_jpg.rf.a8e7603cb95682b788d33f823ddeea9e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_544-Copy_jpg.rf.e2e287e51118c5e9892c88b6f7da548a.jpg	roboflow_drago_v1_544-Copy_jpg.rf.e2e287e51118c5e9892c88b6f7da548a.txt	1	Watermelon Detector.v1i.coco-segmentation\train\544-Copy_jpg.rf.e2e287e51118c5e9892c88b6f7da548a.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_54_jpg.rf.49ef7652c290b674132a7cfa57a713c1.jpg	roboflow_drago_v1_54_jpg.rf.49ef7652c290b674132a7cfa57a713c1.txt	1	Watermelon Detector.v1i.coco-segmentation\train\54_jpg.rf.49ef7652c290b674132a7cfa57a713c1.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_54_jpg.rf.7bffe393d8454eac4f9a767cd3eec22b.jpg	roboflow_drago_v1_54_jpg.rf.7bffe393d8454eac4f9a767cd3eec22b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\54_jpg.rf.7bffe393d8454eac4f9a767cd3eec22b.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_54_jpg.rf.efe74a42c761f36407c671235a445207.jpg	roboflow_drago_v1_54_jpg.rf.efe74a42c761f36407c671235a445207.txt	1	Watermelon Detector.v1i.coco-segmentation\train\54_jpg.rf.efe74a42c761f36407c671235a445207.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_551-Copy_jpg.rf.e6e0607a9ead3867485ff8e2f013393f.jpg	roboflow_drago_v1_551-Copy_jpg.rf.e6e0607a9ead3867485ff8e2f013393f.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\551-Copy_jpg.rf.e6e0607a9ead3867485ff8e2f013393f.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_553-Copy_jpg.rf.2a05850621e7ddeac545acc166da3b2d.jpg	roboflow_drago_v1_553-Copy_jpg.rf.2a05850621e7ddeac545acc166da3b2d.txt	1	Watermelon Detector.v1i.coco-segmentation\train\553-Copy_jpg.rf.2a05850621e7ddeac545acc166da3b2d.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_553-Copy_jpg.rf.5e9c5a96d1b98e3bcff6fc83f59920e4.jpg	roboflow_drago_v1_553-Copy_jpg.rf.5e9c5a96d1b98e3bcff6fc83f59920e4.txt	1	Watermelon Detector.v1i.coco-segmentation\train\553-Copy_jpg.rf.5e9c5a96d1b98e3bcff6fc83f59920e4.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_556-Copy_jpg.rf.1dd48f673fd0452c2a933dfd16661ca8.jpg	roboflow_drago_v1_556-Copy_jpg.rf.1dd48f673fd0452c2a933dfd16661ca8.txt	1	Watermelon Detector.v1i.coco-segmentation\train\556-Copy_jpg.rf.1dd48f673fd0452c2a933dfd16661ca8.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_556-Copy_jpg.rf.b55105d88de4069f88b54854918c9175.jpg	roboflow_drago_v1_556-Copy_jpg.rf.b55105d88de4069f88b54854918c9175.txt	1	Watermelon Detector.v1i.coco-segmentation\train\556-Copy_jpg.rf.b55105d88de4069f88b54854918c9175.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_557-Copy_jpg.rf.ab46352340a7f736d60c073cc01d9c9e.jpg	roboflow_drago_v1_557-Copy_jpg.rf.ab46352340a7f736d60c073cc01d9c9e.txt	1	Watermelon Detector.v1i.coco-segmentation\train\557-Copy_jpg.rf.ab46352340a7f736d60c073cc01d9c9e.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_557-Copy_jpg.rf.c51d47861f74c20e3643aca07f15483b.jpg	roboflow_drago_v1_557-Copy_jpg.rf.c51d47861f74c20e3643aca07f15483b.txt	1	Watermelon Detector.v1i.coco-segmentation\train\557-Copy_jpg.rf.c51d47861f74c20e3643aca07f15483b.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_55_jpg.rf.5e1a54ddf175eff3729bc83db840f292.jpg	roboflow_drago_v1_55_jpg.rf.5e1a54ddf175eff3729bc83db840f292.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\55_jpg.rf.5e1a54ddf175eff3729bc83db840f292.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_576_jpg.rf.ea3090e88ef86813d5a67986c4eebbb0.jpg	roboflow_drago_v1_576_jpg.rf.ea3090e88ef86813d5a67986c4eebbb0.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\576_jpg.rf.ea3090e88ef86813d5a67986c4eebbb0.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_577_jpg.rf.4a47d0bef02b31e57011661c273f0ce3.jpg	roboflow_drago_v1_577_jpg.rf.4a47d0bef02b31e57011661c273f0ce3.txt	1	Watermelon Detector.v1i.coco-segmentation\train\577_jpg.rf.4a47d0bef02b31e57011661c273f0ce3.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_580_jpg.rf.35ab3cecd8024b6f4d571c099018e227.jpg	roboflow_drago_v1_580_jpg.rf.35ab3cecd8024b6f4d571c099018e227.txt	2	Watermelon Detector.v1i.coco-segmentation\train\580_jpg.rf.35ab3cecd8024b6f4d571c099018e227.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_580_jpg.rf.b9283536903ebf84310a4df2e60e503f.jpg	roboflow_drago_v1_580_jpg.rf.b9283536903ebf84310a4df2e60e503f.txt	2	Watermelon Detector.v1i.coco-segmentation\train\580_jpg.rf.b9283536903ebf84310a4df2e60e503f.jpg
train	roboflow_drago_v1	valid	roboflow_drago_v1_581_jpg.rf.426231b47458f6e7924e7c4c8ebaec24.jpg	roboflow_drago_v1_581_jpg.rf.426231b47458f6e7924e7c4c8ebaec24.txt	1	Watermelon Detector.v1i.coco-segmentation\valid\581_jpg.rf.426231b47458f6e7924e7c4c8ebaec24.jpg
train	roboflow_drago_v1	train	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.jpg	roboflow_drago_v1_586_jpg.rf.607b978e437ad45ad89845eba55b5363.txt	2	Watermelon Detector.v1i.coco-segmentation\train\586_jpg.rf.607b978e437ad45ad89845eba55b5363.jpg
